Variable,DictionaryID,DimensionID,Type,LanguageCode,DictionaryHumanName,DimensionHumanName,DictionaryCitation
c18.140,18,140,WORDCOUNT,eng,GDELT GKG Themes,ELECTION,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.141,18,141,WORDCOUNT,eng,GDELT GKG Themes,REBELLION,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.142,18,142,WORDCOUNT,eng,GDELT GKG Themes,APPOINTMENT,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.143,18,143,WORDCOUNT,eng,GDELT GKG Themes,RESIGNATION,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.144,18,144,WORDCOUNT,eng,GDELT GKG Themes,RETIREMENTS,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.145,18,145,WORDCOUNT,eng,GDELT GKG Themes,IMPEACHMENT,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.146,18,146,WORDCOUNT,eng,GDELT GKG Themes,DRUG_TRADE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.147,18,147,WORDCOUNT,eng,GDELT GKG Themes,EDUCATION,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.148,18,148,WORDCOUNT,eng,GDELT GKG Themes,MEDICAL_SECURITY,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.149,18,149,WORDCOUNT,eng,GDELT GKG Themes,MEDICAL,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.150,18,150,WORDCOUNT,eng,GDELT GKG Themes,CYBER_ATTACK,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.151,18,151,WORDCOUNT,eng,GDELT GKG Themes,SEIGE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.152,18,152,WORDCOUNT,eng,GDELT GKG Themes,DISCRIMINATION,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.153,18,153,WORDCOUNT,eng,GDELT GKG Themes,SELF_IDENTIFIED_ENVIRON_DISASTER,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.154,18,154,WORDCOUNT,eng,GDELT GKG Themes,ECON_MONOPOLY,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.155,18,155,WORDCOUNT,eng,GDELT GKG Themes,LOCUSTS,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.156,18,156,WORDCOUNT,eng,GDELT GKG Themes,NATURAL_DISASTER,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.157,18,157,WORDCOUNT,eng,GDELT GKG Themes,AVIATION_INCIDENT,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.158,18,158,WORDCOUNT,eng,GDELT GKG Themes,RAIL_INCIDENT,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.159,18,159,WORDCOUNT,eng,GDELT GKG Themes,ROAD_INCIDENT,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.160,18,160,WORDCOUNT,eng,GDELT GKG Themes,PIPELINE_INCIDENT,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.161,18,161,WORDCOUNT,eng,GDELT GKG Themes,DRONES,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.162,18,162,WORDCOUNT,eng,GDELT GKG Themes,MANMADE_DISASTER,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.163,18,163,WORDCOUNT,eng,GDELT GKG Themes,POWER_OUTAGE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.164,18,164,WORDCOUNT,eng,GDELT GKG Themes,CORRUPTION,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.165,18,165,WORDCOUNT,eng,GDELT GKG Themes,MARITIME,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.166,18,166,WORDCOUNT,eng,GDELT GKG Themes,ENV_CLIMATECHANGE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.167,18,167,WORDCOUNT,eng,GDELT GKG Themes,ENV_CARBONCAPTURE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.168,18,168,WORDCOUNT,eng,GDELT GKG Themes,ENV_SOLAR,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.169,18,169,WORDCOUNT,eng,GDELT GKG Themes,ENV_NUCLEARPOWER,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.170,18,170,WORDCOUNT,eng,GDELT GKG Themes,ENV_HYDRO,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.171,18,171,WORDCOUNT,eng,GDELT GKG Themes,ENV_COAL,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.172,18,172,WORDCOUNT,eng,GDELT GKG Themes,ENV_OIL,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.173,18,173,WORDCOUNT,eng,GDELT GKG Themes,ENV_NATURALGAS,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.174,18,174,WORDCOUNT,eng,GDELT GKG Themes,ENV_WINDPOWER,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.175,18,175,WORDCOUNT,eng,GDELT GKG Themes,ENV_GEOTHERMAL,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.176,18,176,WORDCOUNT,eng,GDELT GKG Themes,ENV_BIOFUEL,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.177,18,177,WORDCOUNT,eng,GDELT GKG Themes,ENV_GREEN,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.178,18,178,WORDCOUNT,eng,GDELT GKG Themes,ECON_ENTREPRENEURSHIP,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.179,18,179,WORDCOUNT,eng,GDELT GKG Themes,TAX_RELIGION,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.180,18,180,WORDCOUNT,eng,GDELT GKG Themes,TAX_ETHNICITY,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.181,18,181,WORDCOUNT,eng,GDELT GKG Themes,TAX_DISEASE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.182,18,182,WORDCOUNT,eng,GDELT GKG Themes,LITERACY,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.183,18,183,WORDCOUNT,eng,GDELT GKG Themes,CHECKPOINT,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.184,18,184,WORDCOUNT,eng,GDELT GKG Themes,TRAFFIC,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.185,18,185,WORDCOUNT,eng,GDELT GKG Themes,INFRASTRUCTURE_BAD_ROADS,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.186,18,186,WORDCOUNT,eng,GDELT GKG Themes,PUBLIC_TRANSPORT,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.187,18,187,WORDCOUNT,eng,GDELT GKG Themes,ECON_SUBSIDIES,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.188,18,188,WORDCOUNT,eng,GDELT GKG Themes,ECON_DEREGULATION,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.189,18,189,WORDCOUNT,eng,GDELT GKG Themes,ECON_NATIONALIZE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.190,18,190,WORDCOUNT,eng,GDELT GKG Themes,HEALTH_PANDEMIC,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.191,18,191,WORDCOUNT,eng,GDELT GKG Themes,HEALTH_VACCINATION,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.192,18,192,WORDCOUNT,eng,GDELT GKG Themes,HEALTH_SEXTRANSDISEASE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.193,18,193,WORDCOUNT,eng,GDELT GKG Themes,TAX_FNCACT,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.194,18,194,WORDCOUNT,eng,GDELT GKG Themes,TAX_TERROR_GROUP,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.195,18,195,WORDCOUNT,eng,GDELT GKG Themes,TAX_POLITICAL_PARTY,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.196,18,196,WORDCOUNT,eng,GDELT GKG Themes,TAX_SPECIAL_ISSUES,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.197,18,197,WORDCOUNT,eng,GDELT GKG Themes,IDEOLOGY,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.198,18,198,WORDCOUNT,eng,GDELT GKG Themes,RURAL,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.199,18,199,WORDCOUNT,eng,GDELT GKG Themes,URBAN,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.200,18,200,WORDCOUNT,eng,GDELT GKG Themes,GENTRIFICATION,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.201,18,201,WORDCOUNT,eng,GDELT GKG Themes,ALLIANCE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.202,18,202,WORDCOUNT,eng,GDELT GKG Themes,POPULATION_DENSITY,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.203,18,203,WORDCOUNT,eng,GDELT GKG Themes,URBAN_SPRAWL,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.204,18,204,WORDCOUNT,eng,GDELT GKG Themes,INSURGENCY,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.205,18,205,WORDCOUNT,eng,GDELT GKG Themes,REBELS,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.206,18,206,WORDCOUNT,eng,GDELT GKG Themes,SEPARATISTS,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.207,18,207,WORDCOUNT,eng,GDELT GKG Themes,UNGOVERNED,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.208,18,208,WORDCOUNT,eng,GDELT GKG Themes,RECRUITMENT,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.209,18,209,WORDCOUNT,eng,GDELT GKG Themes,SLFID_NATURAL_RESOURCES,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.210,18,210,WORDCOUNT,eng,GDELT GKG Themes,SLFID_RULE_OF_LAW,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.211,18,211,WORDCOUNT,eng,GDELT GKG Themes,SLFID_MILITARY_READINESS,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.212,18,212,WORDCOUNT,eng,GDELT GKG Themes,SLFID_MILITARY_BUILDUP,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.213,18,213,WORDCOUNT,eng,GDELT GKG Themes,ECON_TAXATION,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.214,18,214,WORDCOUNT,eng,GDELT GKG Themes,ECON_REMITTANCE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.215,18,215,WORDCOUNT,eng,GDELT GKG Themes,ECON_INFORMAL_ECONOMY,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.216,18,216,WORDCOUNT,eng,GDELT GKG Themes,SLFID_PEACE_BUILDING,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.217,18,217,WORDCOUNT,eng,GDELT GKG Themes,SLFID_CAPACITY_BUILDING,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.218,18,218,WORDCOUNT,eng,GDELT GKG Themes,SLFID_ECONOMIC_DEVELOPMENT,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.219,18,219,WORDCOUNT,eng,GDELT GKG Themes,SLFID_ECONOMIC_DEVELOPMENTAID,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.220,18,220,WORDCOUNT,eng,GDELT GKG Themes,SLFID_CIVIL_LIBERTIES,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.221,18,221,WORDCOUNT,eng,GDELT GKG Themes,SLFID_DICTATORSHIP,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.222,18,222,WORDCOUNT,eng,GDELT GKG Themes,SLFID_MILITARY_SPENDING,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.223,18,223,WORDCOUNT,eng,GDELT GKG Themes,ECON_DEBT,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.224,18,224,WORDCOUNT,eng,GDELT GKG Themes,FIREARM_OWNERSHIP,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.225,18,225,WORDCOUNT,eng,GDELT GKG Themes,SLFID_ECONOMIC_POWER,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.226,18,226,WORDCOUNT,eng,GDELT GKG Themes,SLFID_POLITICAL_BOUNDARIES,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.227,18,227,WORDCOUNT,eng,GDELT GKG Themes,ENV_OVERFISH,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.228,18,228,WORDCOUNT,eng,GDELT GKG Themes,ENV_DEFORESTATION,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.229,18,229,WORDCOUNT,eng,GDELT GKG Themes,ENV_FORESTRY,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.230,18,230,WORDCOUNT,eng,GDELT GKG Themes,SLFID_MINERAL_RESOURCES,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.231,18,231,WORDCOUNT,eng,GDELT GKG Themes,ENV_MINING,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.232,18,232,WORDCOUNT,eng,GDELT GKG Themes,ENV_FISHERY,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.233,18,233,WORDCOUNT,eng,GDELT GKG Themes,ENV_WATERWAYS,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.234,18,234,WORDCOUNT,eng,GDELT GKG Themes,TAX_SPECIALDEATH,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.235,18,235,WORDCOUNT,eng,GDELT GKG Themes,TAX_WEAPONS,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.236,18,236,WORDCOUNT,eng,GDELT GKG Themes,INFO_RUMOR,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.237,18,237,WORDCOUNT,eng,GDELT GKG Themes,INFO_HOAX,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.238,18,238,WORDCOUNT,eng,GDELT GKG Themes,REL_ANTISEMITISM,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.239,18,239,WORDCOUNT,eng,GDELT GKG Themes,ETH_INDIGINOUS,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.240,18,240,WORDCOUNT,eng,GDELT GKG Themes,GOV_INTERGOVERNMENTAL,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.241,18,241,WORDCOUNT,eng,GDELT GKG Themes,GOV_REPATRIATION,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.242,18,242,WORDCOUNT,eng,GDELT GKG Themes,GOV_DISSOLVEGOV,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.243,18,243,WORDCOUNT,eng,GDELT GKG Themes,GOV_REFORM,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.244,18,244,WORDCOUNT,eng,GDELT GKG Themes,GOV_DIVISIONOFPOWER,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.245,18,245,WORDCOUNT,eng,GDELT GKG Themes,GOV_LOCALGOV,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.246,18,246,WORDCOUNT,eng,GDELT GKG Themes,ECON_FREETRADE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.247,18,247,WORDCOUNT,eng,GDELT GKG Themes,ECON_FOREIGNINVEST,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.248,18,248,WORDCOUNT,eng,GDELT GKG Themes,ECON_PRICECONTROL,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.249,18,249,WORDCOUNT,eng,GDELT GKG Themes,GEN_HOLIDAY,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.250,18,250,WORDCOUNT,eng,GDELT GKG Themes,ENV_SPECIESENDANGERED,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.251,18,251,WORDCOUNT,eng,GDELT GKG Themes,ENV_SPECIESEXTINCT,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.252,18,252,WORDCOUNT,eng,GDELT GKG Themes,ACT_HARMTHREATEN,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.253,18,253,WORDCOUNT,eng,GDELT GKG Themes,ACT_YIELD,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.254,18,254,WORDCOUNT,eng,GDELT GKG Themes,ACT_MAKESTATEMENT,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.255,18,255,WORDCOUNT,eng,GDELT GKG Themes,SOC_SUSPICIOUSACTIVITIES,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.256,18,256,WORDCOUNT,eng,GDELT GKG Themes,SOC_SUSPICIOUSPEOPLE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.257,18,257,WORDCOUNT,eng,GDELT GKG Themes,SOC_TRAFFICACCIDENT,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.258,18,258,WORDCOUNT,eng,GDELT GKG Themes,ECON_BOYCOTT,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.259,18,259,WORDCOUNT,eng,GDELT GKG Themes,UNREST_HUNGERSTRIKE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.260,18,260,WORDCOUNT,eng,GDELT GKG Themes,UNREST_STONING,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.261,18,261,WORDCOUNT,eng,GDELT GKG Themes,UNREST_MOLOTOVCOCKTAIL,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.262,18,262,WORDCOUNT,eng,GDELT GKG Themes,UNREST_POLICEBRUTALITY,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.263,18,263,WORDCOUNT,eng,GDELT GKG Themes,UNREST_CHECKPOINT,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.264,18,264,WORDCOUNT,eng,GDELT GKG Themes,UNREST_CLOSINGBORDER,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.265,18,265,WORDCOUNT,eng,GDELT GKG Themes,UNREST_STONETHROWING,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.266,18,266,WORDCOUNT,eng,GDELT GKG Themes,SOC_MASSMIGRATION,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.267,18,267,WORDCOUNT,eng,GDELT GKG Themes,SOC_FORCEDRELOCATION,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.268,18,268,WORDCOUNT,eng,GDELT GKG Themes,ACT_FORCEPOSTURE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.269,18,269,WORDCOUNT,eng,GDELT GKG Themes,SOC_GENERALCRIME,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.270,18,270,WORDCOUNT,eng,GDELT GKG Themes,SOC_SUICIDE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.271,18,271,WORDCOUNT,eng,GDELT GKG Themes,SOC_JUDICIALCOOP,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.272,18,272,WORDCOUNT,eng,GDELT GKG Themes,SOC_ECONCOOP,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.273,18,273,WORDCOUNT,eng,GDELT GKG Themes,SOC_DIPLOMCOOP,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.274,18,274,WORDCOUNT,eng,GDELT GKG Themes,SOC_DIPLOMRECOG,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.275,18,275,WORDCOUNT,eng,GDELT GKG Themes,SOC_INTELSHARING,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.276,18,276,WORDCOUNT,eng,GDELT GKG Themes,SOC_EXPRESSSUPPORT,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
