Type,Code,Name,Description
Topic,WB_1649_UNEMPLOYMENT_BENEFITS,Unemployment Benefits,
Topic,WB_165_AIR_TRANSPORT,Air Transport,
Topic,WB_1650_PUBLIC_EMPLOYMENT_SERVICES,Public Employment Services,
Topic,WB_1651_LABOR_INTERMEDIATION,Labor Intermediation,
Topic,WB_1652_JOB_PLACEMENT,Job Placement,
Topic,WB_1653_TRAINING_SERVICES,Training Services,
Topic,WB_1654_ACTIVE_LABOR_MARKET_POLICIES,Active Labor Market Policies,
Topic,WB_1655_BENEFIT_ADMINISTRATION,Benefit Administration,
Topic,WB_1657_CASH_FOR_TRAINING,Cash for Training,
Topic,WB_1658_ENTREPRENEURSHIP_TRAINING,Entrepreneurship Training,
Topic,WB_1659_JOB_ROTATION,Job Rotation,
Topic,WB_166_RAILWAYS,Railways,
Topic,WB_1660_JOB_SHARING,Job Sharing,
Topic,WB_1661_EMPLOYMENT_INCENTIVES,Employment Incentives,
Topic,WB_1662_RECRUITMENT_INCENTIVES,Recruitment Incentives,
Topic,WB_1663_WAGE_SUBSIDIES,Wage Subsidies,
Topic,WB_1664_DIRECT_JOB_CREATION,Direct Job Creation,
Topic,WB_1665_CASH_FOR_WORK,Cash for Work,
Topic,WB_1666_WORKFARE_PROGRAMS,Workfare Programs,
Topic,WB_1667_LOAN-BASED_PROGRAMS,Loan-based Programs,
Topic,WB_1668_LABOR_STANDARDS,Labor Standards,
Topic,WB_1669_FORCED_LABOR,Forced Labor,
Topic,WB_167_PORTS,Ports,
Topic,WB_1670_TRADE_UNIONS,Trade Unions,
Topic,WB_1671_MINIMUM_WAGES,Minimum Wages,
Topic,WB_1672_WORKING_HOURS,Working Hours,
Topic,WB_1673_PASSIVE_LABOR_MARKET_POLICIES,Passive Labor Market Policies,
Topic,WB_1674_HEALTH_AND_SAFETY_CONDITIONS,Health and Safety Conditions,
Topic,WB_1675_GRADUATE_LABOUR_MARKET,Graduate Labour Market,
Topic,WB_1676_EARLY_RETIREMENT,Early Retirement,
Topic,WB_1677_SOCIAL_PROTECTION_AND_LABOR_SYSTEMS,Social Protection and Labor Systems,
Topic,WB_1678_POLICY_PLANNING,Policy Planning,
Topic,WB_1679_ADMINISTRATIVE_SUBSYSTEMS,Administrative Subsystems,
Topic,WB_168_ROADS_AND_HIGHWAYS,Roads and Highways,
Topic,WB_1680_COMMUNITY-BASED_PROGRAMS,Community-Based Programs,
Topic,WB_1681_PPP_IN_SOCIAL_PROTECTION_AND_LABOR,PPP in Social Protection and Labor,
Topic,WB_1683_POLICY_FRAMEWORK,Policy Framework,
Topic,WB_1684_POLICY_FINANCING,Policy Financing,
Topic,WB_1686_PUBLIC_SECTOR_IMPACT_ASSESSMENT,Public Sector Impact Assessment,
Topic,WB_1687_PUBLIC_SECTOR_SURVEY_DESIGN,Public Sector Survey Design,
Topic,WB_1688_ENROLLMENT_SYSTEMS,Enrollment Systems,
Topic,WB_1689_ID_SYSTEMS,ID Systems,
Topic,WB_1692_TARGETING_MECHANISMS_FOR_SOCIAL_PROGRAMS,Targeting Mechanisms for Social Programs,
Topic,WB_1693_GEOGRAPHIC_TARGETING,Geographic Targeting,
Topic,WB_1694_CATEGORICAL_TARGETING,Categorical Targeting,
Topic,WB_1696_TARGETING_ACCESS_FOR_SOCIAL_PROGRAMS,Targeting Access for Social Programs,
Topic,WB_1697_ENERGY_EFFICIENCY_FINANCE,Energy Efficiency Finance,
Topic,WB_1698_COAL_MINING,Coal Mining,
Topic,WB_1699_METAL_ORE_MINING,Metal Ore Mining,
Topic,WB_170_AGRICULTURAL_POLICIES,Agricultural Policies,
Topic,WB_1700_NONMETALLIC_MINERAL_MINING_AND_QUARRYING,Nonmetallic Mineral Mining and Quarrying,
Topic,WB_1701_MINING_SERVICES,Mining Services,
Topic,WB_1702_OILFIELD_SERVICES,Oilfield Services,
Topic,WB_1703_POWER_DISTRIBUTION,Power Distribution,
Topic,WB_1704_POWER_SYSTEMS_PLANNING,Power Systems Planning,
Topic,WB_1705_DISASTER_PREPAREDNESS,Disaster Preparedness,
Topic,WB_1706_COMMUNITY-BASED_PREPAREDNESS,Community-Based Preparedness,
Topic,WB_1707_CONTINGENCY_PLANNING,Contingency Planning,
Topic,WB_1708_HAZARD_MONITORING,Hazard Monitoring,
Topic,WB_1709_DISASTER_RESILIENCE,Disaster Resilience,
Topic,WB_171_AGRICULTURAL_LAWS_AND_REGULATIONS,Agricultural Laws and Regulations,
Topic,WB_1710_DROUGHT_RISK_REDUCTION,Drought Risk Reduction,
Topic,WB_1711_EXTREME_WEATHER_RISK_REDUCTION,Extreme Weather Risk Reduction,
Topic,WB_1712_LANDSLIDE_RISK_REDUCTION,Landslide Risk Reduction,
Topic,WB_1713_SEISMIC_RISK_REDUCTION,Seismic Risk Reduction,
Topic,WB_1714_WILDFIRES_RISK_REDUCTION,Wildfires Risk Reduction,
Topic,WB_1715_POST_DISASTER_NEEDS_ASSESSMENT,Post Disaster Needs Assessment,
Topic,WB_1716_POST_DISASTER_RECOVERY_PLANNING,Post Disaster Recovery Planning,
Topic,WB_1717_URBAN_POLLUTION_AND_ENVIRONMENTAL_HEALTH,Urban Pollution and Environmental Health,
Topic,WB_1719_CITY_INDICATORS_AND_BENCHMARKING,City Indicators and Benchmarking,
Topic,WB_1720_CITY_STRATEGIES_AND_TERRITORIAL_PLANNING,City Strategies and Territorial Planning,
Topic,WB_1721_SPATIAL_PLANNING_AND_LAND_USE,Spatial Planning and Land Use,
Topic,WB_1722_HOUSING_POLICY_AND_INSTITUTIONS,Housing Policy and Institutions,
Topic,WB_1723_PERFORMANCE-BASED_FISCAL_TRANSFER,Performance-Based Fiscal Transfer,
Topic,WB_1724_INNOVATIVE_CITIES,Innovative Cities,
Topic,WB_1725_INTELLIGENT_TRANSPORT_SYSTEMS,Intelligent Transport Systems,
Topic,WB_1726_MASS_TRANSIT,Mass Transit,
Topic,WB_1727_TRANSPORT_AND_URBAN_DEVELOPMENT,Transport and Urban Development,
Topic,WB_1728_URBAN_TRANSPORT_POLICY_AND_PLANNING,Urban Transport Policy and Planning,
Topic,WB_1729_URBAN_WATER_FINANCIAL_SUSTAINABILITY,Urban Water Financial Sustainability,
Topic,WB_1730_URBAN_WATER_COST_RECOVERY,Urban Water Cost Recovery,
Topic,WB_1731_NON-REVENUE_WATER,Non-Revenue Water,
Topic,WB_1732_URBAN_WATER_MANAGEMENT_AND_INSTITUTIONAL_CAPACITY_BUILDING,Urban Water Management and Institutional Capacity Building,
Topic,WB_174_CROP_PRODUCTION,Crop Production,
Topic,WB_1743_ANTICARTEL_ENFORCEMENT,Anticartel Enforcement,
Topic,WB_1745_MONOPOLIZATION_AND_ABUSE_OF_DOMINANCE,Monopolization and Abuse of Dominance,
Topic,WB_1746_MERGER_CONTROL_POLICY,Merger Control Policy,
Topic,WB_1747_PRODUCT_MARKET_REGULATION_AND_COMPETITION_ADVOCACY,Product Market Regulation and Competition Advocacy,
Topic,WB_1748_DEBT_FUNDS,Debt Funds,
Topic,WB_1749_MEZZANINE_FUNDS,Mezzanine Funds,
Topic,WB_175_FERTILIZERS,Fertilizers,
Topic,WB_1750_CLIMATE_CHANGE_ADAPTATION_IMPACTS,Climate Change Adaptation Impacts,
Topic,WB_1751_LIQUEFIED_NATURAL_GAS,Liquefied Natural Gas,
Topic,WB_1752_CLIMATE_CHANGE_ADAPTATION_IN_COASTAL_AND_MARINE_AREAS,Climate Change Adaptation in Coastal and Marine Areas,
Topic,WB_1753_GAS-TO-POWER,Gas-to-Power,
Topic,WB_1756_ENERGY_AND_CLIMATE_CHANGE,Energy and Climate Change,
Topic,WB_1757_REDUCED_EMISSIONS_FROM_DEFORESTATION_AND_DEGRADATION,Reduced Emissions from Deforestation and Degradation,
Topic,WB_1758_TRANSPORT_AND_CLIMATE_CHANGE,Transport and Climate Change,
Topic,WB_1760_SME_BANKING,SME Banking,
Topic,WB_1761_MICRO-LEASING,Micro-Leasing,
Topic,WB_1762_MICRO-SAVINGS,Micro-Savings,
Topic,WB_1764_MICRO-CREDIT,Micro-Credit,
Topic,WB_1765_CULTURAL_HERITAGE_AND_SUSTAINABLE_TOURISM,Cultural Heritage and Sustainable Tourism,
Topic,WB_1767_ENERGY_FINANCE,Energy Finance,
Topic,WB_1768_OIL_AND_GAS_PIPELINE,Oil and Gas Pipeline,
Topic,WB_177_ANIMAL_PRODUCTION,Animal Production,
Topic,WB_1770_CLIMATE_CHANGE_AND_VULNERABLE_GROUPS,Climate Change and Vulnerable Groups,
Topic,WB_1772_PRIVATE_SECTOR_AND_CLIMATE_CHANGE,Private Sector and Climate Change,
Topic,WB_1773_CLIMATE_CHANGE_IMPACTS,Climate Change Impacts,
Topic,WB_1774_CLIMATE_FORECASTING,Climate Forecasting,
Topic,WB_1776_CARBON_TRADING,Carbon Trading,
Topic,WB_1777_FORESTS,Forests,
Topic,WB_1778_FRESHWATER_ECOSYSTEMS,Freshwater Ecosystems,
Topic,WB_1779_MODIFIED_ECOSYSTEMS,Modified Ecosystems,
Topic,WB_178_PEST_MANAGEMENT,Pest Management,
Topic,WB_1781_URBAN_ECOSYSTEMS,Urban Ecosystems,
Topic,WB_1782_ENVIRONMENTAL_AGREEMENTS_AND_CONVENTIONS,Environmental Agreements and Conventions,
Topic,WB_1783_ENVIRONMENTAL_GOVERNANCE,Environmental Governance,
Topic,WB_1784_ENVIRONMENTAL_INFORMATION_MANAGEMENT,Environmental Information Management,
Topic,WB_1785_ENVIRONMENTAL_POLICIES_AND_INSTITUTIONS,Environmental Policies and Institutions,
Topic,WB_1786_ENVIRONMENTAL_SUSTAINABILITY,Environmental Sustainability,
Topic,WB_1787_NATURAL_HABITATS,Natural Habitats,
Topic,WB_1789_PHYSICAL_AND_CULTURAL_RESOURCES,Physical and Cultural Resources,
Topic,WB_1790_INTERNATIONAL_WATERWAYS,International Waterways,
Topic,WB_1791_AIR_POLLUTION,Air Pollution,
Topic,WB_1792_ENVIRONMENTAL_HEALTH,Environmental Health,
Topic,WB_1793_HAZARDOUS_WASTES,Hazardous Wastes,
Topic,WB_1794_NOISE_POLLUTION,Noise Pollution,
Topic,WB_1795_OZONE_DEPLETING_SUBSTANCES,Ozone Depleting Substances,
Topic,WB_1796_PERSISTENT_ORGANIC_POLLUTANTS,Persistent Organic Pollutants,
Topic,WB_1797_SOLID_WASTE,Solid Waste,
Topic,WB_1798_WATER_POLLUTION,Water Pollution,
Topic,WB_1799_MARINE_TRANSPORT,Marine Transport,
Topic,WB_180_FOOD_SAFETY,Food Safety,
Topic,WB_1800_RAIL_TRANSPORT,Rail Transport,
Topic,WB_1801_ROAD_TRANSPORT,Road Transport,
Topic,WB_1802_MULTIMODAL_TRANSPORT,Multimodal Transport,
Topic,WB_1803_TRANSPORT_INFRASTRUCTURE,Transport Infrastructure,
Topic,WB_1804_AIRPORTS,Airports,
Topic,WB_1805_WATERWAYS,Waterways,
Topic,WB_1806_RURAL_MODAL_INTEGRATION,Rural Modal Integration,
Topic,WB_1808_TRANSPORT_SAFETY,Transport Safety,
Topic,WB_1809_ROAD_TYPE_-_HIGHWAYS,Road Type - Highways,
Topic,WB_1810_TRAFFIC_CONTROL_AND_MONITORING,Traffic Control and Monitoring,
Topic,WB_1811_TRANSPORT_INFRASTRUCTURE_AND_ENVIRONMENT,Transport Infrastructure and Environment,
Topic,WB_1812_TRANSPORT_EQUIPMENT,Transport Equipment,
Topic,WB_1813_TRANSPORT_AND_ECONOMIC_GEOGRAPHY,Transport and Economic Geography,
Topic,WB_1814_TRANSPORT_IMPACT_ON_TRADE,Transport Impact on Trade,
Topic,WB_1815_FUEL_TAXES,Fuel Taxes,
Topic,WB_1816_ROAD_FUNDS,Road Funds,
Topic,WB_1817_TRAFFIC_CONGESTION,Traffic Congestion,
Topic,WB_1818_ROAD_TOLLS,Road Tolls,
Topic,WB_1819_TRANSPORT_EFFICIENCY,Transport Efficiency,
Topic,WB_1820_TRANSPORT_EMPLOYMENT,Transport Employment,
Topic,WB_1821_PPP_IN_TRANSPORT,PPP in Transport,
Topic,WB_1822_CARBON_EMISSIONS_AND_TRANSPORT,Carbon Emissions and Transport,
Topic,WB_1823_TRANSPORT_GOVERNANCE,Transport Governance,
Topic,WB_1824_POLITICAL_ECONOMY_AND_TRANSPORT,Political Economy and Transport,
Topic,WB_1825_TRANSPORT_INSTITUTIONS,Transport Institutions,
Topic,WB_1826_TRANSPORT_POLICY,Transport Policy,
Topic,WB_1827_RURAL_TRANSPORT_POLICY_AND_PLANNING,Rural Transport Policy and Planning,
Topic,WB_1828_MUNICIPAL_WASTE_MANAGEMENT,Municipal Waste Management,
Topic,WB_1829_ECOSYSTEM_MANAGEMENT,Ecosystem Management,
Topic,WB_1830_ECOSYSTEM_POLICIES_AND_INSTITUTIONS,Ecosystem Policies and Institutions,
Topic,WB_1831_ENVIRONMENTAL_CRIME_AND_LAW_ENFORCEMENT,Environmental Crime and Law Enforcement,
Topic,WB_1832_MAINSTREAMING_AND_PRODUCTION_LANDSCAPE,Mainstreaming and Production Landscape,
Topic,WB_1833_PROTECTED_AREAS_SYSTEMS,Protected Areas Systems,
Topic,WB_1834_MUNICIPAL_ASSET_MANAGEMENT,Municipal Asset Management,
Topic,WB_1835_URBAN_REGENERATION,Urban Regeneration,
Topic,WB_1836_URBANIZATION_REVIEWS,Urbanization Reviews,
Topic,WB_1837_CLIMATE_CHANGE_AND_DISASTER_RISK,Climate Change and Disaster Risk,
Topic,WB_1838_CLIMATE_RISK_SCREENING,Climate Risk Screening,
Topic,WB_1839_OZONE_LAYER_DEPLETION_AND_CLIMATE_CHANGE,Ozone Layer Depletion and Climate Change,
Topic,WB_1840_COMMUNITY_DRIVEN_DEVELOPMENT_AND_COMMUNITY_INFRASTRUCTURE,Community Driven Development and Community Infrastructure,
Topic,WB_1841_SHORT-LIVED_CLIMATE_POLLUTANTS,Short-lived Climate Pollutants,
Topic,WB_1842_SOCIAL_INCLUSION_OF_YOUTH,Social Inclusion of Youth,
Topic,WB_1843_SOCIAL_INCLUSION_OF_WOMEN,Social Inclusion of Women,
Topic,WB_1844_MARKET-BASED_CLIMATE_CHANGE_MITIGATION,Market-Based Climate Change Mitigation,
Topic,WB_1845_CARBON_TAX,Carbon Tax,
Topic,WB_1846_CARBON_PRICING,Carbon Pricing,
Topic,WB_1847_CLIMATE_FINANCE,Climate Finance,
Topic,WB_1849_PUBLIC_CLIMATE_FINANCE,Public Climate Finance,
Topic,WB_1850_PRIVATE_CLIMATE_FINANCE,Private Climate Finance,
Topic,WB_1851_BIOCARBON,BioCarbon,
Topic,WB_1852_BLACK_CARBON,Black Carbon,
Topic,WB_1853_HYDROFLUOROCARBONS,Hydrofluorocarbons,
Topic,WB_1854_METHANE,Methane,
Topic,WB_1855_GENETICALLY_MODIFIED_ORGANISMS,Genetically Modified Organisms,
Topic,WB_1856_TRADE_AND_THE_ENVIRONMENT,Trade and the Environment,
Topic,WB_1857_ARBITRATION_AND_DISPUTE_RESOLUTION,Arbitration and Dispute Resolution,
Topic,WB_1858_COMMUNITY_DEVELOPMENT_AGREEMENTS,Community Development Agreements,
Topic,WB_1859_CHILD_LABOR,Child Labor,
Topic,WB_1860_COMPETITIVE_NEUTRALITY_AND_STATE_OWNED_ENTERPRISES,Competitive Neutrality and State Owned Enterprises,
Topic,WB_1861_TRADE_SECRET_LAW,Trade Secret Law,
Topic,WB_1862_TRADITIONAL_KNOWLEDGE_AND_IP,Traditional Knowledge and IP,
Topic,WB_1863_GEOGRAPHICAL_INDICATIONS_OF_ORIGIN,Geographical Indications of Origin,
Topic,WB_1864_PLANT_VARIETY_PROTECTION,Plant Variety Protection,
Topic,WB_1865_IP_ASSET_VALUATION,IP Asset Valuation,
Topic,WB_1866_IP_ASSET_RIGHTS_MANAGEMENT,IP Asset Rights Management,
Topic,WB_1867_IP_LICENSING,IP Licensing,
Topic,WB_1872_CARBON_CAPTURE_AND_STORAGE_LAW_AND_REGULATION,Carbon Capture and Storage Law and Regulation,
Topic,WB_1873_GEOTHERMAL_LAW_AND_REGULATION,Geothermal Law and Regulation,
Topic,WB_1874_WATER_AND_SANITATION_LAW_AND_REGULATION,Water and Sanitation Law and Regulation,
Topic,WB_1875_SOLID_WASTE_LAW_AND_REGULATION,Solid Waste Law and Regulation,
Topic,WB_1876_TOLLING_POLICIES,Tolling Policies,
Topic,WB_1877_RURAL_ELECTRIFICATION,Rural Electrification,
Topic,WB_1878_CARBON_CAPTURE_AND_STORAGE,Carbon Capture and Storage,
Topic,WB_1879_PUBLIC_PROCUREMENT_LAWS,Public Procurement Laws,
Topic,WB_1880_E-GOVERNMENT_PROCUREMENT,e-Government Procurement,
Topic,WB_1882_GOVERNMENT_CONTRACT_MANAGEMENT,Government Contract Management,
Topic,WB_1883_CONTRACT_DISPUTES,Contract Disputes,
Topic,WB_1884_INTERNATIONAL_COMMERCIAL_ARBITRATION,International Commercial Arbitration,
Topic,WB_1885_DISPUTE_BOARDS,Dispute Boards,
Topic,WB_1886_DISPUTE_RESOLUTION_IN_PUBLIC_CONTRACTS,Dispute Resolution in Public Contracts,
Topic,WB_1887_COMPLAINTS_REVIEW_MECHANISMS,Complaints Review Mechanisms,
Topic,WB_1888_INTERNATIONAL_PROCUREMENT,International Procurement,
Topic,WB_1889_PROCUREMENT_PLANNING,Procurement Planning,
Topic,WB_1890_PUBLIC_PROCUREMENT_CONCESSIONS_AND_PPP,Public Procurement Concessions and PPP,
Topic,WB_1891_UN_PROCUREMENT,UN Procurement,
Topic,WB_1893_TAX_LAW,Tax Law,
Topic,WB_1894_EFFECTIVE_INSOLVENCY_AND_CREDITOR_RIGHTS_SYSTEMS,Effective Insolvency and Creditor Rights Systems,
Topic,WB_1895_PERSONAL_INSOLVENCY,Personal Insolvency,
Topic,WB_1896_FUNDAMENTAL_AREAS_OF_THE_LAW,Fundamental Areas of the Law,
Topic,WB_1897_FAMILY_LAW,Family Law,
Topic,WB_1899_POSTGRADUATE_EDUCATION_AND_ENGINEERING,Postgraduate Education and Engineering,
Topic,WB_1900_RESEARCH_INFRASTRUCTURE,Research Infrastructure,
Topic,WB_1905_PUBLIC_RESEARCH_INSTITUTIONS,Public Research Institutions,
Topic,WB_1906_SUBNATIONAL_INSOLVENCY,Subnational Insolvency,
Topic,WB_1907_PERSONAL_PROPERTY_RIGHTS,Personal Property Rights,
Topic,WB_1908_IP_REGISTRIES,IP Registries,
Topic,WB_1909_SECURED_TRANSACTIONS_LAW,Secured Transactions Law,
Topic,WB_191_RURAL_FINANCE,Rural Finance,
Topic,WB_1910_LAND_REGISTRIES,Land Registries,
Topic,WB_1912_MORTGAGE_REGISTRIES,Mortgage Registries,
Topic,WB_1913_SOIL_MANAGEMENT,Soil Management,
Topic,WB_1914_INNOVATION_AND_TECHNOLOGY_PLANNING,Innovation and Technology Planning,
Topic,WB_1915_KNOWLEDGE_ACCUMULATION,Knowledge Accumulation,
Topic,WB_1916_MACHINERY_AND_EQUIPMENT,Machinery and Equipment,
Topic,WB_1917_INTELLECTUAL_PROPERTY_MANAGEMENT,Intellectual Property Management,
Topic,WB_1918_SECURITIES_MARKETS,Securities Markets,
Topic,WB_192_AGRICULTURAL_TRADE,Agricultural Trade,
Topic,WB_1920_FINANCIAL_SECTOR_DEVELOPMENT,Financial Sector Development,
Topic,WB_1921_PRIVATE_SECTOR_DEVELOPMENT,Private Sector Development,
Topic,WB_1922_GOVERNANCE_STRUCTURES,Governance Structures,
Topic,WB_1923_COURT_ADMINISTRATION,Court Administration,
Topic,WB_1925_RESOURCES,Resources,
Topic,WB_1927_STRATEGIC_POLICY_PLANNING,Strategic Policy Planning,
Topic,WB_1929_JUSTICE_SECTOR_FINANCE_AND_BUDGETING,Justice Sector Finance and Budgeting,
Topic,WB_1930_JUSTICE_SECTOR_COORDINATION,Justice Sector Coordination,
Topic,WB_1931_JUSTICE_SECTOR_COMMUNICATION_AND_OUTREACH,Justice Sector Communication and Outreach,
Topic,WB_1932_PERFORMANCE_MANAGEMENT_IN_JUSTICE,Performance Management in Justice,
Topic,WB_1934_CIVILIAN_POLICE_AND_SECURITY_SERVICES,Civilian Police and Security Services,
Topic,WB_1935_REGULATORY_ENFORCEMENT,Regulatory Enforcement,
Topic,WB_1936_ENVIRONMENTAL_CRIME_ENFORCEMENT,Environmental Crime Enforcement,
Topic,WB_1937_CIVIL_JUSTICE,Civil Justice,
Topic,WB_1938_INFORMAL_JUSTICE,Informal Justice,
Topic,WB_1939_PUBLIC_TRUST_AND_CONFIDENCE_IN_THE_JUSTICE_SYSTEM,Public Trust and Confidence in the Justice System,
Topic,WB_194_AGRICULTURAL_SUPPLY_CHAIN,Agricultural Supply Chain,
Topic,WB_1940_CORRECTIONS_AND_PRISONS,Corrections and Prisons,
Topic,WB_1941_WATERBORNE_TRANSPORT,Waterborne Transport,
Topic,WB_1942_CORE_PRINCIPLES_FOR_EFFECTIVE_DEPOSIT_INSURANCE_SYSTEMS,Core Principles for Effective Deposit Insurance Systems,
Topic,WB_1943_KEY_ATTRIBUTES_OF_EFFECTIVE_RESOLUTION_REGIMES_FOR_FINANCIAL_INSTITUTIONS,Key Attributes of Effective Resolution Regimes for Financial Institutions,
Topic,WB_1944_INNOVATION_AND_PRODUCTIVITY_GROWTH,Innovation and Productivity Growth,
Topic,WB_1945_KNOWLEDGE-BASED_CAPITAL_FOR_INNOVATION</DIV>,Knowledge-based Capital for Innovation</div>,
Topic,WB_1946_REAL-TIME_POVERTY_DATA,Real-time Poverty Data,
Topic,WB_1947_RURAL_POVERTY_AND_LIVELIHOODS,Rural Poverty and Livelihoods,
Topic,WB_1948_SUBSIDIES_AND_EVIDENCE-BASED_POLICY,Subsidies and Evidence-Based Policy,
Topic,WB_1949_CLIMATE_SMART_AGRICULTURE,Climate Smart Agriculture,
Topic,WB_1950_AGRICULTURE_TECHNOLOGY,Agriculture Technology,
Topic,WB_1951_AGRICULTURAL_TECHNOLOGY_ADAPTATION,Agricultural Technology Adaptation,
Topic,WB_1952_MITIGATION_TECHNOLOGY,Mitigation Technology,
Topic,WB_1953_HYDRO-METEOROLOGICAL_SERVICES,Hydro-Meteorological Services,
Topic,WB_1954_ON-FARM_LIVESTOCK,On-farm Livestock,
Topic,WB_1955_PASTORALISM,Pastoralism,
Topic,WB_1956_ZOONOTIC_DISEASE,Zoonotic Disease,
Topic,WB_1957_ANIMAL_POLLUTION_MANAGEMENT,Animal Pollution Management,
Topic,WB_1958_INTEGRATED_COASTAL_ZONE_MANAGEMENT,Integrated Coastal Zone Management,
Topic,WB_1959_LINKING_FARMERS_WITH_MARKETS,Linking Farmers with Markets,
Topic,WB_196_AGRICULTURAL_INNOVATION_SYSTEMS,Agricultural Innovation Systems,
Topic,WB_1960_FARM_INPUTS,Farm Inputs,
Topic,WB_1962_AGRICULTURAL_CREDIT,Agricultural Credit,
Topic,WB_1963_RESPONSIBLE_AGRICULTURAL_INVESTMENT,Responsible Agricultural Investment,
Topic,WB_1964_RURAL_COMMUNITY_DRIVEN_DEVELOPMENT,Rural Community Driven Development,
Topic,WB_1965_AGRICULTURAL_OUTPUT_MARKETS,Agricultural Output Markets,
Topic,WB_1966_AGRO-PROCESSING,Agro-Processing,
Topic,WB_1967_AGRICULTURAL_RISK_AND_SECURITY,Agricultural Risk and Security,
Topic,WB_1968_CROP_SELECTION_AND_PRODUCTION,Crop Selection and Production,
Topic,WB_1969_FARM_HOUSEHOLD_CONSUMPTION,Farm Household Consumption,
Topic,WB_197_AGRICULTURAL_RESEARCH,Agricultural Research,
Topic,WB_1970_URBAN_FOOD_SUPPLY,Urban Food Supply,
Topic,WB_1971_ON-FARM_STORAGE,On-Farm Storage,
Topic,WB_1972_POST-HARVEST_LOSSES,Post-Harvest Losses,
Topic,WB_1973_AGRICULTURAL_FINANCIAL_RISK_REDUCTION,Agricultural Financial Risk Reduction,
Topic,WB_1975_AGRICULTURAL_FUTURES_AND_HEDGING,Agricultural Futures and Hedging,
Topic,WB_1976_COOPERATIVE_DEVELOPMENT,Cooperative Development,
Topic,WB_1977_INFORMATION_AND_STATISTICS,Information and Statistics,
Topic,WB_1978_AGRICULTURE_AND_RELATED_SUBSIDIES,Agriculture and Related Subsidies,
Topic,WB_1979_NATURAL_RESOURCES,Natural Resources,
Topic,WB_198_ICT_AND_AGRICULTURE,ICT and Agriculture,
Topic,WB_1980_AGRO-FORESTRY,Agro-forestry,
Topic,WB_1981_PASTURE_RESTORATION,Pasture Restoration,
Topic,WB_1982_EROSION_CONTROL,Erosion Control,
Topic,WB_1983_HEALTHY_OCEANS,Healthy Oceans,
Topic,WB_1984_OCEAN_POLLUTION,Ocean Pollution,
Topic,WB_1985_CAPTURE_FISHERIES,Capture Fisheries,
Topic,WB_1986_MOUNTAINS,Mountains,
Topic,WB_1987_SALINITY_MANAGEMENT,Salinity Management,
Topic,WB_1988_HYDROPOWER_TECHNOLOGIES,Hydropower Technologies,
Topic,WB_1989_STORAGE_HYDROPOWER,Storage Hydropower,
Topic,WB_199_FOOD_SECURITY,Food Security,
Topic,WB_1990_RUN-OF-RIVER_HYDROPOWER,Run-of-River Hydropower,
Topic,WB_1991_OFF-GRID_HYDROPOWER,Off-Grid Hydropower,
Topic,WB_1992_OCEAN_POWER,Ocean Power,
Topic,WB_1993_WATER_FOR_THERMAL_POWER_GENERATION,Water for Thermal Power Generation,
Topic,WB_1994_WATER_FOR_FUEL_EXTRACTION,Water for Fuel Extraction,
Topic,WB_1995_ENERGY_FOR_WATER_AND_WASTEWATER_TREATMENT,Energy for Water and Wastewater Treatment,
Topic,WB_1996_ENERGY_RECOVERY_FROM_WASTEWATER,Energy Recovery from Wastewater,
Topic,WB_1997_ENERGY_FOR_DESALINATION,Energy for Desalination,
Topic,WB_1998_WATER_ECONOMICS,Water Economics,
Topic,WB_1999_RIVER_RESTORATION,River Restoration,
Topic,WB_200_FOOD_PRICE_ANALYSIS,Food Price Analysis,
Topic,WB_2000_SANITATION,Sanitation,
Topic,WB_2003_SANITATION_TECHNOLOGIES,Sanitation Technologies,
Topic,WB_2004_ONSITE_SANITATION,Onsite Sanitation,
Topic,WB_2005_COMMUNITY_WATER_SUPPLY_MANAGEMENT,Community Water Supply Management,
Topic,WB_2006_PPP_IN_WATER_SUPPLY_AND_SANITATION,PPP in Water Supply and Sanitation,
Topic,WB_2008_WATER_TREATMENT,Water Treatment,
Topic,WB_2009_WATER_QUALITY_MONITORING,Water Quality Monitoring,
Topic,WB_2010_NATIONAL_BROADBAND_STRATEGY,National Broadband Strategy,
Topic,WB_2011_NATIONAL_E-GOVERNMENT_STRATEGY,National e-Government Strategy,
Topic,WB_2012_GOVERNMENT_DATA_CENTRES,Government Data Centres,
Topic,WB_2014_NATIONAL_RESEARCH_AND_EDUCATION_NETWORKS,National Research and Education Networks,
Topic,WB_2019_ANTI-CORRUPTION_LEGISLATION,Anti-Corruption Legislation,
Topic,WB_2020_BRIBERY,Bribery,
Topic,WB_2021_INCOME_AND_ASSET_DISCLOSURE,Income and Asset Disclosure,
Topic,WB_2022_CONFLICT_OF_INTEREST_LEGISLATION,Conflict of Interest Legislation,
Topic,WB_2023_WHISTLEBLOWER_PROTECTION,Whistleblower Protection,
Topic,WB_2024_ANTI-CORRUPTION_AUTHORITIES,Anti-Corruption Authorities,
Topic,WB_2025_ANTI-CORRUPTION_INVESTIGATION,Anti-Corruption Investigation,
Topic,WB_2026_CORRUPTION_PREVENTION,Corruption Prevention,
Topic,WB_2027_PUBLIC_AWARENESS_AND_COMMUNICATION,Public Awareness and Communication,
Topic,WB_2029_ANTI-CORRUPTION_SURVEYS_AND_ANALYTICAL_WORK,Anti-Corruption Surveys and Analytical Work,
